"","d_q410_var_name_rice","d_q410_var_name","g_q5305_irrig_times_rice_wheat","revenue_wheat_rice","g_q5305_irrig_times_rice","g_q5305_irrig_times","revenue_wheat","revenue_rice","sowing_classes","sowdate_fmt","sowdate_fmt_rice","d_q409_var_type_rice","o_largest_plot_gps_latitude","o_largest_plot_gps_longitude","b_grain_yield_ton_per_ha_rice","a_q103_district","l_ton_per_hectare","l_crop_duration_days","l_crop_duration_days_rice","nperha","nperha_rice","p2o5perha","p2o5perha_rice","januaryfirst2017","sowdate_fmt_wheat_day","sowdate_fmt_rice_day","X","gw_2017","gw_2018","median_onset_82_15","sd_onset_82_15","onset_2017","monsoon_onset_dev","variety_type","variety_type_NMWV","rice_duration_class","rice_duration_class_long","rice_duration_class_long_all","sowing_classes_varieties","sowing_classes_varieties_all","rice_revenue_share","sowing_classes_lev","sowing_classes_Both_early","sowing_classes_Both_late","sowing_classes_Rice_early","sowing_classes_Wheat_early"
"11","Arize6129","PBW343",6,123072.578944,4,2,70441,52631.578944,"Rice early",2017-11-29,2017-06-30,"Hybrid",26.784,83.126,4.33181719753086,"Gorakhpur",4.06,139,148,176.54320987213,125.189517002382,73.8271604919815,39.8527182152913,2017-01-01,332,180,3631,2.55889225006104,1.8145010471344,168,8.22321224212646,190,22,"NMWV",1,"early",0,"Hybrid","Rice early_Hybrid_NMWV","Rice early_Hybrid_NMWV",0.427646673171188,"Rice early",0,0,1,0
"12","Arize6129","PBW343",4,102716.666671,2,2,55050,47666.666671,"Both early",2017-11-10,2017-07-12,"Hybrid",26.033,85.654,3.62139917777778,"Muzaffarpur",3.67,157,143,119.506172866063,169.481481519144,49.9753086530809,49.9753086530809,2017-01-01,313,192,3793,5.03869867324829,2.41441965103149,168,9.40995979309082,190,22,"NMWV",1,"early",0,"Hybrid","Both early_Hybrid_NMWV","Both early_Hybrid_NMWV",0.46405971120223,"Both early",1,0,0,0
"13","Arize6129","SUPER172",6,112200.00018,4,2,46200,66000.00018,"Wheat early",2017-11-12,2017-07-25,"Hybrid",25.845,85.619,5.43209878024691,"Samastipur",3.3,152,130,119.506172982914,124.938271938107,49.9753087019457,0,2017-01-01,315,205,3868,7.29280042648315,7.5796275138855,172,5.98308849334717,199,27,"EMWV",0,"early",0,"Hybrid","Wheat early_Hybrid_EMWV","Wheat early_Hybrid_EMWV",0.588235294778232,"Wheat early",0,0,0,1
"14","Arize6444Gold","Ankur",13,81600,12,1,24000,57600,"Both late",2017-12-11,2017-07-26,"Hybrid",24.542,84.973,4.74074074074074,"Gaya",1.6,118,163,41.1654320987654,123.259259259259,30.8938271604938,36.3456790123457,2017-01-01,344,206,2940,6.30659580230713,3.85393905639648,171,6.8441801071167,191,20,"EMWV",0,"medium",0,"Hybrid","Both late_Hybrid_EMWV","Both late_Hybrid_EMWV",0.705882352941177,"Both late",0,1,0,0
"15","Arize6444Gold","Ankur",16,94200,13,3,48000,46200,"Both late",2017-12-15,2017-07-23,"Hybrid",24.54,84.976,4.14814814814815,"Gaya",3.2,114,163,123.259259259259,105.086419753086,36.3456790123457,36.3456790123457,2017-01-01,348,203,2943,5.34974193572998,4.59709501266479,168,7.44156551361084,192,24,"EMWV",0,"medium",0,"Hybrid","Both late_Hybrid_EMWV","Both late_Hybrid_EMWV",0.490445859872611,"Both late",0,1,0,0
"16","Arize6444Gold","Ankur",14,80200,11,3,48000,32200,"Both late",2017-12-14,2017-07-25,"Hybrid",24.537,84.975,2.76543209876543,"Gaya",3.2,117,164,123.259259259259,54.9925925925926,36.3456790123457,29.0765432098765,2017-01-01,347,205,4670,5.06840324401855,3.91601371765137,170,7.14553785324097,192,22,"EMWV",0,"medium",0,"Hybrid","Both late_Hybrid_EMWV","Both late_Hybrid_EMWV",0.401496259351621,"Both late",0,1,0,0
"17","Arize6444Gold","DBW17",5,138187.5,3,2,65062.5,73125,"Rice early",2017-11-22,2017-06-29,"Hybrid",26.626,83.282,4.44444444444444,"Gorakhpur",3.75,131,142,135.802469135802,107.407407407407,56.7901234567901,56.7901234567901,2017-01-01,325,179,280,4.06398344039917,3.36698508262634,173,7.62844562530518,190,17,"EMWV",0,"medium",0,"Hybrid","Rice early_Hybrid_EMWV","Rice early_Hybrid_EMWV",0.529172320217096,"Rice early",0,0,1,0
"18","Arize6444Gold","DBW17",6,112050,5,1,40050,72000,"Both late",2017-11-30,2017-07-15,"Hybrid",25.463,84.929,4.74074074074074,"Patna",2.67,126,163,42.1399176954733,163.442680776014,30.2880658436214,72.6913580246914,2017-01-01,333,195,490,4.73001623153687,2.411869764328,172,7.86618661880493,192,20,"EMWV",0,"medium",0,"Hybrid","Both late_Hybrid_EMWV","Both late_Hybrid_EMWV",0.642570281124498,"Both late",0,1,0,0
"19","Arize6444Gold","DBW17",9,136000,6,3,52000,84000,"Rice early",2017-11-25,2017-07-08,"Hybrid",25.125,86.887,6.91358024691358,"Bhagalpur",4,137,163,140.246913580247,171.851851851852,68.1481481481482,90.8641975308642,2017-01-01,328,188,2582,5.56900024414062,2.60966515541077,155,7.48230218887329,191,36,"EMWV",0,"medium",0,"Hybrid","Rice early_Hybrid_EMWV","Rice early_Hybrid_EMWV",0.617647058823529,"Rice early",0,0,1,0
"20","Arize6444Gold","GK-7777",5,57840,4,1,16240,41600,"Both late",2017-12-30,2017-07-20,"Hybrid",25,86.888,3.16049382716049,"Banka",1.16,116,161,45.4320987654321,96,0,59.2592592592592,2017-01-01,363,200,4593,6.55478477478027,3.71561408042908,152,6.75476837158203,185,33,"EMWV",0,"medium",0,"Hybrid","Both late_Hybrid_EMWV","Both late_Hybrid_EMWV",0.719225449515906,"Both late",0,1,0,0
"21","Arize6444Gold","HD2733",7,98266.666784,4,3,53900,44366.666784,"Rice early",2017-11-30,2017-07-01,"Hybrid",26.054,84.996,3.98353910617284,"Muzaffarpur",3.85,127,168,119.506173158189,144.493827545811,49.9753087752428,49.9753087752428,2017-01-01,333,181,357,2.07426595687866,1.94773542881012,166,8.32347869873047,187,21,"NMWV",1,"medium",0,"Hybrid","Rice early_Hybrid_NMWV","Rice early_Hybrid_NMWV",0.451492537968367,"Rice early",0,0,1,0
"22","Arize6444Gold","HD2733",4,74249.999964,2,2,41250,32999.999964,"Rice early",2017-11-23,2017-07-05,"Hybrid",26.186,85.56,2.71604938024691,"Muzaffarpur",2.75,140,151,154.271604784,119.50617272,74.962962888,49.975308592,2017-01-01,326,185,366,4.11710262298584,1.68701910972595,165,9.53442764282227,185,20,"NMWV",1,"medium",0,"Hybrid","Rice early_Hybrid_NMWV","Rice early_Hybrid_NMWV",0.444444444175084,"Rice early",0,0,1,0
"23","Arize6444Gold","HD2733",5,56243,3,2,39875,16368,"Both late",2017-11-28,2017-07-20,"Hybrid",26.22,85.65,1.34716049432099,"Muzaffarpur",2.75,135,143,154.271604987639,119.506172877748,74.9629629869511,49.9753086579674,2017-01-01,331,200,403,4.51083040237427,1.58899140357971,170,6.23832225799561,191,21,"NMWV",1,"medium",0,"Hybrid","Both late_Hybrid_NMWV","Both late_Hybrid_NMWV",0.291022882847643,"Both late",0,1,0,0
"24","Arize6444Gold","HD2733",4,97900.000022,2,2,61600,36300.000022,"Wheat early",2017-11-10,2017-07-16,"Hybrid",25.887,85.875,3.2592592617284,"Samastipur",4.4,147,137,169.481481684859,204.246913696959,49.9753087019457,74.9629630057989,2017-01-01,313,196,681,5.90986776351929,3.27177786827087,171,5.7373046875,191,20,"NMWV",1,"medium",0,"Hybrid","Wheat early_Hybrid_NMWV","Wheat early_Hybrid_NMWV",0.370786516995329,"Wheat early",0,0,0,1
"25","Arize6444Gold","HD2733",5,69439.9999615,2,3,30940,38499.9999615,"Both early",2017-11-18,2017-07-11,"Hybrid",25.843,85.648,3.62139917283951,"Samastipur",2.38,145,129,129.283950725021,156.987654164,74.9629630254321,52.148148096,2017-01-01,321,191,703,6.6435604095459,4.93949842453003,160,7.32614135742188,187,27,"NMWV",1,"medium",0,"Hybrid","Both early_Hybrid_NMWV","Both early_Hybrid_NMWV",0.554435483623931,"Both early",1,0,0,0
"26","Arize6444Gold","HD2733",4,116599.99995,2,2,61600,54999.99995,"Both late",2017-11-24,2017-07-17,"Hybrid",25.948,85.701,5.43209876049383,"Samastipur",4.4,151,140,154.271605123398,137.432098628,74.9629630529185,0,2017-01-01,327,197,732,7.13541221618652,5.6988697052002,163,7.41824102401733,186,23,"NMWV",1,"medium",0,"Hybrid","Both late_Hybrid_NMWV","Both late_Hybrid_NMWV",0.471698112981003,"Both late",0,1,0,0
"27","Arize6444Gold","HD2733",4,130500,2,2,70000,60500,"Both early",2017-11-17,2017-07-11,"Hybrid",25.973,85.747,5.4320987654321,"Samastipur",5,155,130,154.271604938272,204.246913580247,74.962962962963,74.962962962963,2017-01-01,320,191,753,4.96407651901245,3.92938303947449,161,9.70658588409424,190,29,"NMWV",1,"medium",0,"Hybrid","Both early_Hybrid_NMWV","Both early_Hybrid_NMWV",0.46360153256705,"Both early",1,0,0,0
"28","Arize6444Gold","HD2733",4,80849.999964,2,2,46200,34649.999964,"Both late",2017-11-22,2017-07-18,"Hybrid",25.839,85.653,3.8024691308642,"Samastipur",3.3,147,137,166.765431932,124.395061604,74.962962888,62.46913574,2017-01-01,325,198,762,6.00818109512329,4.42908430099487,161,8.45957374572754,186,25,"NMWV",1,"medium",0,"Hybrid","Both late_Hybrid_NMWV","Both late_Hybrid_NMWV",0.428571428316989,"Both late",0,1,0,0
"29","Arize6444Gold","HD2733",4,96249.999956,2,2,53900,42349.999956,"Both early",2017-11-11,2017-07-08,"Hybrid",25.703,85.607,3.8024691308642,"Samastipur",3.85,147,145,119.506172907795,122.2222221,49.9753086705326,24.987654296,2017-01-01,314,188,782,5.66633176803589,3.41324758529663,158,8.22390270233154,186,28,"NMWV",1,"medium",0,"Hybrid","Both early_Hybrid_NMWV","Both early_Hybrid_NMWV",0.439999999744,"Both early",1,0,0,0
"30","Arize6444Gold","HD2733",7,76000,5,2,38500,37500,"Both early",2017-11-18,2017-07-05,"Hybrid",25.765,85.706,3.7037037037037,"Samastipur",2.75,155,153,135.802469135802,107.407407407407,56.7901234567901,56.7901234567901,2017-01-01,321,185,807,4.78888654708862,1.26884269714355,158,8.06906700134277,186,28,"NMWV",1,"medium",0,"Hybrid","Both early_Hybrid_NMWV","Both early_Hybrid_NMWV",0.493421052631579,"Both early",1,0,0,0
"31","Arize6444Gold","HD2733",5,80000,4,1,24000,56000,"Both late",2017-12-20,2017-07-25,"Hybrid",25.495,84.698,3.95061728395062,"Arah",2,120,143,166.716049382716,173.827160493827,54.5185185185185,72.6913580246914,2017-01-01,353,205,3482,7.77041721343994,4.79215574264526,174,7.88302278518677,192,18,"NMWV",1,"medium",0,"Hybrid","Both late_Hybrid_NMWV","Both late_Hybrid_NMWV",0.7,"Both late",0,1,0,0
"32","Arize6444Gold","HD2733",4,110050.00015,2,2,55050,55000.00015,"Rice early",2017-11-24,2017-07-05,"Hybrid",26.069,85.439,4.34567902469136,"Muzaffarpur",3.67,137,148,154.271605349663,107.012345964379,74.9629631628642,49.9753087752428,2017-01-01,327,185,3746,1.10710394382477,0.733619213104248,161,8.44130802154541,185,24,"NMWV",1,"medium",0,"Hybrid","Rice early_Hybrid_NMWV","Rice early_Hybrid_NMWV",0.499772831213394,"Rice early",0,0,1,0
"33","Arize6444Gold","HD2733",5,89099.999964,3,2,49500,39599.999964,"Rice early",2017-11-23,2017-07-04,"Hybrid",26.072,85.445,3.25925925679012,"Muzaffarpur",3.3,145,151,154.271604784,107.012345572,74.962962888,49.975308592,2017-01-01,326,184,3749,2.07426595687866,1.94773542881012,166,8.32347869873047,187,21,"NMWV",1,"medium",0,"Hybrid","Rice early_Hybrid_NMWV","Rice early_Hybrid_NMWV",0.444444444219978,"Rice early",0,0,1,0
"34","Arize6444Gold","HD2733",4,82225.000022,3,1,39875,42350.000022,"Both early",2017-11-18,2017-07-10,"Hybrid",26.302,85.104,3.8024691382716,"Muzaffarpur",2.75,144,147,129.28395069116,94.5185185725291,74.9629630057989,49.9753086705326,2017-01-01,321,190,3754,2.4883291721344,2.01438140869141,166,8.51280212402344,187,21,"NMWV",1,"medium",0,"Hybrid","Both early_Hybrid_NMWV","Both early_Hybrid_NMWV",0.515050167353833,"Both early",1,0,0,0
"35","Arize6444Gold","HD2733",5,113235,3,2,67860,45375,"Both early",2017-11-20,2017-07-10,"Hybrid",26.072,85.436,4.07407407407407,"Muzaffarpur",4.68,143,143,128.395061728395,128.395061728395,39.5061728395062,39.5061728395062,2017-01-01,323,190,3756,2.15683484077454,1.4657895565033,165,8.48505783081055,189,24,"NMWV",1,"medium",0,"Hybrid","Both early_Hybrid_NMWV","Both early_Hybrid_NMWV",0.400715326533316,"Both early",1,0,0,0
"36","Arize6444Gold","HD2733",4,102300.000048,2,2,49500,52800.000048,"Rice early",2017-11-29,2017-07-05,"Hybrid",26.222,85.642,4.34567901481481,"Muzaffarpur",3.3,142,153,94.5185185185185,119.506172939095,49.9753086419753,49.9753086836214,2017-01-01,332,185,3757,1.98596572875977,1.81758069992065,166,8.65314388275146,189,23,"NMWV",1,"medium",0,"Hybrid","Rice early_Hybrid_NMWV","Rice early_Hybrid_NMWV",0.516129032485101,"Rice early",0,0,1,0
"37","Arize6444Gold","HD2733",4,86075.00006,2,2,39875,46200.00006,"Both early",2017-11-15,2017-07-08,"Hybrid",25.998,85.559,3.80246914074074,"Muzaffarpur",2.75,156,151,154.271605123398,99.9506174038914,74.9629630529185,0,2017-01-01,318,188,3759,1.35438144207001,0.798879504203796,167,6.82949829101562,185,18,"NMWV",1,"medium",0,"Hybrid","Both early_Hybrid_NMWV","Both early_Hybrid_NMWV",0.53674121438043,"Both early",1,0,0,0
"38","Arize6444Gold","HD2733",5,74000,3,2,35000,39000,"Rice early",2017-11-27,2017-07-05,"Hybrid",26.216,85.647,2.96296296296296,"Muzaffarpur",2.5,136,154,122.172839506173,0,56.7901234567901,0,2017-01-01,330,185,3764,5.06325912475586,3.28796052932739,166,10.1800088882446,185,19,"NMWV",1,"medium",0,"Hybrid","Rice early_Hybrid_NMWV","Rice early_Hybrid_NMWV",0.527027027027027,"Rice early",0,0,1,0
"39","Arize6444Gold","HD2733",4,70125.000022,2,2,39875,30250.000022,"Rice early",2017-11-22,2017-07-10,"Hybrid",26.218,85.635,2.71604938518519,"Muzaffarpur",2.75,149,148,154.271605026427,105.227513287643,74.9629630057989,49.9753086705326,2017-01-01,325,190,3766,5.2638726234436,2.27585554122925,168,10.3491144180298,188,20,"NMWV",1,"medium",0,"Hybrid","Rice early_Hybrid_NMWV","Rice early_Hybrid_NMWV",0.431372549198001,"Rice early",0,0,1,0
"40","Arize6444Gold","HD2733",6,77549.999964,4,2,41250,36299.999964,"Both early",2017-11-10,2017-07-07,"Hybrid",26.302,85.107,2.98765431851852,"Muzaffarpur",2.75,155,146,154.271605123398,116.246913464,74.9629630529185,43.45679008,2017-01-01,313,187,3768,4.45839548110962,3.70351457595825,163,9.23401546478271,185,22,"NMWV",1,"medium",0,"Hybrid","Both early_Hybrid_NMWV","Both early_Hybrid_NMWV",0.468085106136055,"Both early",1,0,0,0
"41","Arize6444Gold","HD2733",4,85800.000108,2,2,46200,39600.000108,"Wheat early",2017-11-17,2017-07-18,"Hybrid",25.857,85.628,3.2592592691358,"Samastipur",3.3,157,147,132.543210229992,219.456790708675,32.5925926795062,49.9753087752428,2017-01-01,320,198,3879,7.02990293502808,7.7232518196106,173,5.7812066078186,200,27,"NMWV",1,"medium",0,"Hybrid","Wheat early_Hybrid_NMWV","Wheat early_Hybrid_NMWV",0.461538462216245,"Wheat early",0,0,0,1
"42","Arize6444Gold","HD2733",3,104180,1,2,51380,52800,"Both early",2017-11-20,2017-07-10,"Hybrid",25.85,86.018,4.34567901234568,"Samastipur",3.67,151,137,139.061728408968,49.9753086469728,99.9506172939457,0,2017-01-01,323,190,3900,7.04420185089111,4.25360918045044,165,8.07809925079346,188,23,"NMWV",1,"medium",0,"Hybrid","Both early_Hybrid_NMWV","Both early_Hybrid_NMWV",0.506815127663659,"Both early",1,0,0,0
"43","Arize6444Gold","HD2733",5,99779.999956,2,3,51380,48399.999956,"Rice early",2017-11-24,2017-07-14,"Hybrid",25.911,85.121,4.34567900740741,"Vaishali",3.67,149,145,176.5432097,144.493827016,99.950617184,49.975308592,2017-01-01,327,194,3998,5.66696834564209,3.93291091918945,168,8.79318332672119,190,22,"NMWV",1,"medium",0,"Hybrid","Rice early_Hybrid_NMWV","Rice early_Hybrid_NMWV",0.485067147497925,"Rice early",0,0,1,0
"44","Arize6444Gold","HD2967",5,0,3,2,0,0,"Both early",2017-11-13,2017-06-29,"Hybrid",26.544,83.62,4.44444444444444,"Deoria",3.75,160,134,162.962962962963,149.62962962963,68.1481481481482,34.0740740740741,2017-01-01,316,179,93,1.78299403190613,1.69719910621643,168,9.18043041229248,188,20,"NMWV",1,"medium",0,"Hybrid","Both early_Hybrid_NMWV","Both early_Hybrid_NMWV",NA,"Both early",1,0,0,0
"45","Arize6444Gold","HD2967",7,0,4,3,0,0,"Wheat early",2017-11-15,2017-07-24,"Hybrid",26.506,83.662,4.19753086419753,"Deoria",3.25,155,127,175.061728395062,152.83950617284,113.58024691358,56.7901234567901,2017-01-01,318,204,94,1.48639953136444,1.50086915493011,167,8.66397094726562,188,21,"NMWV",1,"medium",0,"Hybrid","Wheat early_Hybrid_NMWV","Wheat early_Hybrid_NMWV",NA,"Wheat early",0,0,0,1
"46","Arize6444Gold","HD2967",7,0,4,3,0,0,"Both early",2017-11-10,2017-07-07,"Hybrid",26.543,83.62,4.44444444444444,"Deoria",3.75,159,139,185.679012345679,165.432098765432,68.1481481481482,45.4320987654321,2017-01-01,313,187,95,1.78299403190613,1.69719910621643,168,9.18043041229248,188,20,"NMWV",1,"medium",0,"Hybrid","Both early_Hybrid_NMWV","Both early_Hybrid_NMWV",NA,"Both early",1,0,0,0
"47","Arize6444Gold","HD2967",5,52500,2,3,52500,0,"Both early",2017-11-17,2017-07-05,"Hybrid",26.329,83.959,3.45679012345679,"Deoria",3.5,150,162,162.962962962963,128.888888888889,68.1481481481482,68.1481481481482,2017-01-01,320,185,100,2.68422389030457,2.04111814498901,169,6.83171653747559,189,20,"NMWV",1,"medium",0,"Hybrid","Both early_Hybrid_NMWV","Both early_Hybrid_NMWV",0,"Both early",1,0,0,0
"48","Arize6444Gold","HD2967",5,50625,2,3,0,50625,"Both early",2017-11-17,2017-07-03,"Hybrid",26.482,83.814,3.7037037037037,"Deoria",3,150,125,162.962962962963,128.888888888889,68.1481481481482,68.1481481481482,2017-01-01,320,183,107,1.55853962898254,1.46563899517059,166,7.59423112869263,186,20,"NMWV",1,"medium",0,"Hybrid","Both early_Hybrid_NMWV","Both early_Hybrid_NMWV",1,"Both early",1,0,0,0
"49","Arize6444Gold","HD2967",7,52083.3333375,3,4,0,52083.3333375,"Rice early",2017-11-21,2017-07-05,"Hybrid",26.482,83.814,4.11522633827161,"Deoria",4.5,146,126,197.037037234074,114.128943758573,68.1481482162963,33.6534064929127,2017-01-01,324,185,108,1.55853962898254,1.46563899517059,166,7.59423112869263,186,20,"NMWV",1,"medium",0,"Hybrid","Rice early_Hybrid_NMWV","Rice early_Hybrid_NMWV",1,"Rice early",0,0,1,0
"50","Arize6444Gold","HD2967",7,60000,3,4,60000,0,"Rice early",2017-11-23,2017-07-10,"Hybrid",26.329,83.959,4.19753086419753,"Deoria",4,155,122,98.5185185185185,128.888888888889,34.0740740740741,68.1481481481482,2017-01-01,326,190,117,2.68422389030457,2.04111814498901,169,6.83171653747559,189,20,"NMWV",1,"medium",0,"Hybrid","Rice early_Hybrid_NMWV","Rice early_Hybrid_NMWV",0,"Rice early",0,0,1,0
"51","Arize6444Gold","HD2967",9,163500,6,3,76000,87500,"Rice early",2017-11-22,2017-06-22,"Hybrid",26.442,83.419,6.17283950617284,"Gorakhpur",5,148,151,185.679012345679,118.765432098765,68.1481481481482,56.7901234567901,2017-01-01,325,172,250,5.68220806121826,4.70403671264648,172,6.94294929504395,190,18,"NMWV",1,"medium",0,"Hybrid","Rice early_Hybrid_NMWV","Rice early_Hybrid_NMWV",0.535168195718654,"Rice early",0,0,1,0
"52","Arize6444Gold","HD2967",6,61567.164175,4,2,0,61567.164175,"Rice early",2017-11-24,2017-06-24,"Hybrid",26.715,83.621,5.52791597530864,"Gorakhpur",3.38,146,151,161.851851770926,136.723788465082,0,67.8091026349733,2017-01-01,327,174,252,2.55889225006104,1.8145010471344,168,8.22321224212646,190,22,"NMWV",1,"medium",0,"Hybrid","Rice early_Hybrid_NMWV","Rice early_Hybrid_NMWV",1,"Rice early",0,0,1,0
"53","Arize6444Gold","HD2967",7,0,4,3,0,0,"Rice early",2017-11-25,2017-06-23,"Hybrid",26.715,83.621,5.67901234567901,"Gorakhpur",4.5,144,137,171.111111111111,181.728395061728,47.4074074074074,0,2017-01-01,328,173,253,2.55889225006104,1.8145010471344,168,8.22321224212646,190,22,"NMWV",1,"medium",0,"Hybrid","Rice early_Hybrid_NMWV","Rice early_Hybrid_NMWV",NA,"Rice early",0,0,1,0
"54","Arize6444Gold","HD2967",6,0,4,2,0,0,"Both early",2017-11-17,2017-06-24,"Hybrid",26.716,83.621,5.4320987654321,"Gorakhpur",3.75,149,137,185.185185185185,174.320987654321,39.5061728395062,68.1481481481482,2017-01-01,320,174,254,2.55889225006104,1.8145010471344,168,8.22321224212646,190,22,"NMWV",1,"medium",0,"Hybrid","Both early_Hybrid_NMWV","Both early_Hybrid_NMWV",NA,"Both early",1,0,0,0
"55","Arize6444Gold","HD2967",7,0,4,3,0,0,"Rice early",2017-11-25,2017-06-23,"Hybrid",26.716,83.621,5.4320987654321,"Gorakhpur",4.25,144,143,153.333333333333,170.37037037037,0,0,2017-01-01,328,173,255,2.55889225006104,1.8145010471344,168,8.22321224212646,190,22,"NMWV",1,"medium",0,"Hybrid","Rice early_Hybrid_NMWV","Rice early_Hybrid_NMWV",NA,"Rice early",0,0,1,0
